,RSIOverbought,RSIOversold,TSIOverbought,TSIOversold,LowBollinger,HighBollinger,GoldenCross,ChandelierExit
2420,False,False,False,False,False,False,True,False
2421,False,False,False,False,False,False,True,False
2422,False,False,False,False,False,False,True,False
2423,False,False,False,False,False,False,True,False
2424,False,False,False,False,False,False,True,False
2425,False,False,False,False,False,False,True,False
2426,False,False,False,False,False,False,True,False
2427,False,False,False,False,False,False,True,False
2428,False,False,False,False,False,False,True,False
2429,False,False,False,False,True,False,True,False
2430,False,True,False,False,True,False,True,True
2431,False,True,False,False,True,False,True,True
2432,False,False,False,False,False,False,True,True
2433,False,False,False,False,False,False,True,True
2434,False,False,False,False,False,False,True,False
2435,False,False,False,False,False,False,True,False
2436,False,False,False,False,False,False,True,False
2437,False,False,False,False,False,False,True,False
2438,False,False,False,False,False,False,True,False
2439,False,False,False,False,False,False,True,False
2440,False,False,False,False,False,True,True,False
2441,False,False,False,False,False,True,True,False
2442,False,False,False,False,False,False,True,False
2443,True,False,False,False,False,False,True,False
2444,True,False,False,False,False,True,True,False
2445,True,False,False,False,False,False,True,False
2446,True,False,True,False,False,False,True,False
2447,True,False,True,False,False,False,True,False
2448,True,False,True,False,False,False,True,False
2449,True,False,True,False,False,False,True,False
2450,True,False,True,False,False,False,True,False
2451,False,False,True,False,False,False,True,False
2452,False,False,False,False,False,False,True,False
2453,False,False,False,False,False,False,True,False
2454,False,False,False,False,False,False,True,False
2455,False,False,False,False,False,False,True,False
2456,False,False,False,False,False,False,True,False
2457,False,False,False,False,False,False,True,False
2458,False,False,False,False,False,False,True,False
2459,False,False,False,False,False,False,True,False
2460,False,False,False,False,False,True,True,False
2461,False,False,False,False,False,False,True,False
2462,False,False,False,False,False,False,True,False
2463,False,False,False,False,False,False,True,False
2464,False,False,False,False,False,False,True,False
2465,False,False,False,False,False,False,True,False
2466,False,False,False,False,False,False,True,False
2467,True,False,True,False,False,True,True,False
2468,True,False,True,False,False,True,True,False
2469,True,False,True,False,False,True,True,False
2470,True,False,True,False,False,False,True,False
2471,True,False,True,False,False,False,True,False
2472,True,False,True,False,False,False,True,False
2473,True,False,True,False,False,False,True,False
2474,True,False,True,False,False,False,True,False
2475,True,False,True,False,False,False,True,False
2476,True,False,True,False,False,False,True,False
2477,True,False,True,False,False,False,True,False
2478,True,False,True,False,False,False,True,False
2479,True,False,True,False,False,False,True,False
2480,True,False,True,False,False,False,True,False
2481,True,False,True,False,False,False,True,False
2482,False,False,True,False,False,False,True,False
2483,False,False,True,False,False,False,True,False
2484,False,False,True,False,False,False,True,False
2485,False,False,True,False,False,False,True,False
2486,True,False,True,False,False,False,True,False
2487,True,False,True,False,False,False,True,False
2488,True,False,True,False,False,False,True,False
2489,True,False,True,False,False,False,True,False
2490,True,False,True,False,False,False,True,False
2491,False,False,True,False,False,False,True,False
2492,True,False,True,False,False,False,True,False
2493,False,False,True,False,False,False,True,False
2494,True,False,True,False,False,True,True,False
2495,True,False,True,False,False,False,True,False
2496,False,False,True,False,False,False,True,False
2497,False,False,True,False,False,False,True,True
2498,False,False,True,False,False,False,True,True
2499,False,False,True,False,False,False,True,True
2500,False,False,True,False,False,False,True,False
2501,False,False,True,False,False,False,True,False
2502,False,False,False,False,False,False,True,True
2503,False,False,False,False,False,False,True,True
2504,False,False,False,False,False,False,True,True
2505,False,False,False,False,False,False,True,True
2506,False,False,False,False,False,False,True,True
2507,False,False,False,False,False,False,True,False
2508,False,False,False,False,False,False,True,False
2509,False,False,False,False,False,False,True,False
2510,False,False,False,False,False,False,True,False
2511,False,False,False,False,False,False,True,False
2512,False,False,False,False,False,False,True,False
2513,False,False,False,False,False,False,True,False
2514,False,False,False,False,False,False,True,False
2515,False,False,False,False,False,False,True,False
2516,False,False,False,False,False,False,True,False
2517,False,False,False,False,False,False,True,False
2518,False,False,False,False,False,False,True,True
2519,False,False,False,False,False,False,True,False
2520,False,False,False,False,False,False,True,True
2521,False,False,False,False,False,False,True,True
2522,False,False,False,False,False,False,True,True
2523,False,True,False,False,False,False,True,True
2524,False,True,False,False,False,False,True,True
2525,False,True,False,False,False,False,True,True
2526,False,True,False,False,False,False,True,True
2527,False,True,False,False,False,False,True,False
2528,False,True,False,False,False,False,True,True
2529,False,True,False,False,False,False,True,True
2530,False,True,False,False,False,False,True,True
2531,False,False,False,False,False,False,True,False
2532,False,False,False,False,False,False,True,False
2533,False,False,False,False,False,False,True,False
2534,False,False,False,False,False,False,True,False
2535,False,False,False,False,False,False,True,False
2536,False,False,False,False,False,False,True,False
2537,False,False,False,False,False,False,True,True
2538,False,False,False,False,False,False,True,False
2539,False,False,False,False,False,False,True,False
2540,False,False,False,False,False,False,True,False
2541,False,False,False,False,False,False,True,False
2542,False,False,False,False,False,False,True,False
2543,False,False,False,False,False,False,True,False
2544,False,False,False,False,False,False,True,True
2545,False,False,False,False,False,False,True,True
2546,False,False,False,False,False,False,True,True
2547,False,False,False,False,False,False,True,False
2548,False,False,False,False,False,False,True,False
2549,False,False,False,False,False,False,True,False
2550,False,False,False,False,False,False,True,False
2551,False,False,False,False,False,False,True,False
2552,False,False,False,False,False,False,True,False
2553,False,False,False,False,False,True,True,False
2554,False,False,False,False,False,True,True,False
2555,False,False,False,False,False,True,True,False
2556,False,False,False,False,False,True,True,False
2557,True,False,False,False,False,True,True,False
2558,True,False,False,False,False,True,True,False
2559,True,False,False,False,False,False,True,False
2560,True,False,False,False,False,False,True,False
2561,True,False,False,False,False,False,True,False
2562,True,False,False,False,False,False,True,False
2563,True,False,False,False,False,False,True,False
2564,True,False,False,False,False,False,True,False
2565,True,False,False,False,False,False,True,False
2566,True,False,True,False,False,False,True,False
2567,False,False,False,False,False,False,True,False
2568,False,False,False,False,False,False,True,False
2569,False,False,False,False,False,False,True,False
2570,False,False,False,False,False,False,True,False
2571,False,False,False,False,False,False,True,False
2572,False,False,False,False,False,False,True,False
2573,False,False,False,False,False,False,True,False
2574,False,False,True,False,False,False,True,False
2575,False,False,True,False,False,False,True,False
2576,False,False,False,False,False,False,True,False
2577,False,False,False,False,False,False,True,False
2578,False,False,False,False,False,False,True,False
2579,False,False,False,False,False,False,True,False
2580,False,False,False,False,False,True,True,False
2581,False,False,False,False,False,False,True,False
2582,False,False,True,False,False,False,True,False
2583,False,False,True,False,False,False,True,False
2584,True,False,True,False,False,True,True,False
2585,True,False,True,False,False,True,True,False
2586,False,False,True,False,False,False,True,False
2587,False,False,True,False,False,False,True,False
2588,False,False,True,False,False,False,True,False
2589,False,False,True,False,False,False,True,False
2590,True,False,True,False,False,True,True,False
2591,False,False,True,False,False,False,True,False
2592,False,False,True,False,False,False,True,False
2593,False,False,True,False,False,False,True,False
2594,False,False,False,False,False,False,True,False
2595,False,False,False,False,False,False,True,False
2596,False,False,False,False,False,False,True,True
2597,False,False,False,False,False,False,True,False
2598,False,False,False,False,True,False,True,True
2599,False,False,False,False,True,False,True,True
2600,False,False,False,False,True,False,True,True
2601,False,False,False,False,True,False,True,True
2602,False,False,False,False,False,False,True,True
2603,False,False,False,False,False,False,True,True
2604,False,False,False,False,False,False,True,False
2605,False,False,False,False,False,False,True,False
2606,False,True,False,False,False,False,True,True
2607,False,False,False,False,False,False,True,False
2608,False,False,False,False,False,False,True,False
2609,False,True,False,False,False,False,True,False
2610,False,True,False,False,False,False,True,True
2611,False,False,False,False,False,False,True,False
2612,False,False,False,False,False,False,True,False
2613,False,False,False,False,False,False,True,False
2614,False,False,False,False,False,False,True,False
2615,False,False,False,False,False,False,True,False
2616,False,False,False,False,False,False,True,False
2617,False,False,False,False,False,False,True,False
2618,False,False,False,False,False,False,True,False
2619,False,False,False,False,False,False,True,False
2620,False,False,False,False,False,False,True,False
2621,False,False,False,False,False,False,True,False
2622,False,False,False,False,False,False,True,False
2623,False,False,False,False,False,False,True,False
2624,False,False,False,False,False,False,True,False
2625,False,False,False,False,False,False,True,False
2626,False,False,False,False,False,False,True,False
2627,False,False,False,False,False,False,True,False
2628,False,False,False,False,False,False,True,False
2629,False,False,False,False,False,False,True,False
2630,False,False,False,False,False,False,True,False
2631,False,False,False,False,False,False,True,False
2632,False,False,False,False,False,False,True,False
2633,False,False,False,False,False,False,True,False
2634,False,False,False,False,False,False,True,False
2635,False,False,False,False,False,False,True,False
2636,False,False,False,False,False,False,True,False
2637,False,False,False,False,True,False,True,True
2638,False,True,False,False,True,False,True,True
2639,False,True,False,False,False,False,True,True
2640,False,True,False,True,False,False,True,True
2641,False,True,False,True,False,False,True,True
2642,False,True,False,True,False,False,True,True
2643,False,False,False,False,False,False,False,False
2644,False,False,False,False,False,False,False,False
2645,False,False,False,False,False,False,False,False
2646,False,False,False,False,False,False,False,False
2647,False,False,False,False,False,False,False,False
2648,False,False,False,False,False,False,False,False
2649,False,False,False,False,False,False,False,False
2650,False,False,False,False,False,False,False,False
2651,True,False,False,False,False,False,False,False
2652,False,False,False,False,False,False,False,False
2653,False,False,False,False,False,False,False,False
2654,False,False,False,False,False,False,False,False
2655,False,False,False,False,False,False,False,False
2656,False,False,False,False,False,False,False,False
2657,False,False,False,False,False,False,False,False
2658,False,False,False,False,False,False,False,False
2659,False,False,False,False,False,False,False,False
2660,False,False,False,False,False,False,False,False
2661,False,False,False,False,False,False,False,False
2662,False,False,False,False,False,True,False,False
2663,True,False,False,False,False,True,False,False
2664,True,False,False,False,False,True,False,False
2665,True,False,False,False,False,False,False,False
2666,True,False,False,False,False,False,False,False
2667,False,False,False,False,False,False,False,False
2668,False,False,False,False,False,False,False,False
2669,False,False,False,False,False,False,False,False
2670,True,False,False,False,False,False,False,False
2671,True,False,False,False,False,False,False,False
2672,True,False,False,False,False,False,False,False
2673,False,False,False,False,False,False,False,False
2674,False,False,False,False,False,False,False,False
2675,False,False,False,False,False,False,False,False
2676,False,False,False,False,False,False,False,False
2677,False,False,False,False,False,False,False,False
2678,False,False,False,False,False,False,False,False
2679,False,False,False,False,False,False,False,False
2680,False,False,False,False,False,False,False,False
2681,False,False,False,False,False,False,False,False
2682,False,False,False,False,False,True,False,False
2683,False,False,False,False,False,True,False,False
2684,False,False,False,False,False,True,False,False
2685,False,False,False,False,False,True,False,False
2686,False,False,False,False,False,True,False,False
2687,False,False,True,False,False,False,False,False
2688,True,False,True,False,False,False,False,False
2689,True,False,True,False,False,True,False,False
2690,True,False,True,False,False,False,False,False
2691,True,False,True,False,False,False,False,False
2692,True,False,True,False,False,False,False,False
2693,True,False,True,False,False,False,False,False
2694,True,False,True,False,False,False,True,False
2695,True,False,True,False,False,False,True,False
2696,True,False,True,False,False,False,True,False
2697,True,False,True,False,False,False,True,False
2698,True,False,True,False,False,False,True,False
2699,True,False,True,False,False,False,True,False
2700,True,False,True,False,False,False,True,False
2701,True,False,True,False,False,False,True,False
2702,True,False,True,False,False,False,True,False
2703,False,False,True,False,False,False,True,False
2704,False,False,True,False,False,False,True,False
2705,True,False,True,False,False,False,True,False
2706,False,False,True,False,False,False,True,False
2707,False,False,True,False,False,False,True,False
2708,False,False,True,False,False,False,True,False
2709,False,False,True,False,False,False,True,False
2710,False,False,True,False,False,False,True,False
2711,False,False,True,False,False,False,True,False
2712,False,False,True,False,False,False,True,False
2713,False,False,True,False,False,True,True,False
2714,False,False,True,False,False,False,True,False
2715,False,False,True,False,False,False,True,False
2716,False,False,True,False,False,False,True,False
2717,False,False,True,False,False,False,True,False
2718,False,False,True,False,False,True,True,False
2719,False,False,True,False,False,True,True,False
2720,True,False,True,False,False,False,True,False
2721,False,False,True,False,False,False,True,False
2722,False,False,True,False,False,False,True,False
2723,False,False,True,False,False,False,True,False
2724,False,False,True,False,False,False,True,False
2725,False,False,False,False,False,False,True,False
2726,False,False,False,False,False,False,True,False
2727,False,False,False,False,False,False,True,False
2728,False,False,True,False,False,False,True,False
2729,True,False,True,False,False,False,True,False
2730,False,False,True,False,False,False,True,False
2731,False,False,True,False,False,False,True,False
2732,False,False,True,False,False,False,True,False
2733,False,False,False,False,False,False,True,False
2734,False,False,False,False,False,False,True,True
2735,False,False,False,False,True,False,True,True
2736,False,False,False,False,False,False,True,True
2737,False,False,False,False,False,False,True,False
2738,False,False,False,False,False,False,True,False
2739,False,False,False,False,False,False,True,False
2740,False,False,False,False,False,False,True,False
2741,False,False,False,False,False,True,True,False
2742,False,False,False,False,False,False,True,False
2743,False,False,False,False,False,False,True,False
2744,False,False,False,False,False,False,True,False
2745,False,False,False,False,False,False,True,False
2746,False,False,False,False,False,False,True,False
2747,False,False,False,False,False,False,True,False
2748,True,False,False,False,False,False,True,False
2749,True,False,False,False,False,False,True,False
2750,True,False,False,False,False,False,True,False
2751,False,False,False,False,False,False,True,False
2752,False,False,False,False,False,False,True,False
2753,False,False,False,False,False,False,True,False
2754,False,False,False,False,False,False,True,False
2755,False,False,False,False,False,False,True,False
2756,False,False,False,False,False,False,True,False
2757,False,False,False,False,False,False,True,False
2758,False,False,False,False,False,True,True,False
2759,False,False,False,False,False,True,True,False
2760,False,False,False,False,False,True,True,False
2761,False,False,True,False,False,False,True,False
2762,False,False,True,False,False,False,True,False
2763,False,False,False,False,False,False,True,False
2764,False,False,False,False,False,False,True,False
2765,False,False,False,False,False,False,True,False
2766,False,False,False,False,False,False,True,False
2767,False,False,False,False,False,False,True,False
2768,True,False,False,False,False,False,True,False
2769,True,False,False,False,False,False,True,False
2770,False,False,False,False,False,False,True,False
2771,False,False,False,False,False,False,True,False
2772,False,False,False,False,False,False,True,False
2773,False,False,False,False,False,False,True,False
2774,False,False,False,False,False,False,True,False
2775,False,False,False,False,False,False,True,False
2776,False,False,False,False,False,False,True,False
2777,True,False,True,False,False,True,True,False
2778,False,False,False,False,False,False,True,False
2779,False,False,False,False,False,False,True,False
2780,False,False,False,False,True,False,True,True
2781,False,False,False,False,True,False,True,True
2782,False,False,False,False,False,False,True,True
2783,False,True,False,False,False,False,True,True
2784,False,False,False,False,False,False,True,False
2785,False,False,False,False,True,False,True,True
2786,False,False,False,False,True,False,True,True
2787,False,False,False,False,False,False,True,True
2788,False,False,False,False,False,False,True,True
2789,False,False,False,False,False,False,True,True
2790,False,False,False,False,False,False,True,False
2791,False,False,False,False,False,False,True,False
2792,False,False,False,False,False,False,True,False
2793,False,False,False,False,False,False,True,False
2794,False,False,False,False,False,False,True,False
2795,False,False,False,False,False,False,True,False
2796,False,False,False,False,False,False,True,False
2797,False,False,False,False,False,False,True,False
2798,False,False,False,False,False,False,True,False
2799,True,False,False,False,False,False,True,False
2800,True,False,False,False,False,False,True,False
2801,False,False,False,False,False,False,True,False
2802,False,False,False,False,False,False,True,True
2803,False,False,False,False,False,False,True,True
2804,False,False,False,False,False,False,True,True
2805,False,False,False,False,False,False,True,True
2806,False,True,False,False,False,False,True,True
2807,False,True,False,False,False,False,True,True
2808,False,True,False,False,False,False,True,True
2809,False,True,False,False,False,False,True,True
2810,False,True,False,False,False,False,True,True
2811,False,True,False,False,False,False,True,True
2812,False,True,False,False,False,False,True,True
2813,False,True,False,False,False,False,True,True
2814,False,True,False,False,False,False,True,True
2815,False,True,False,False,False,False,True,True
2816,False,True,False,False,False,False,True,True
2817,False,True,False,False,False,False,True,True
2818,False,True,False,True,False,False,True,True
2819,False,True,False,True,False,False,True,False
2820,False,False,False,True,False,False,True,False
2821,False,False,False,True,False,False,True,False
2822,False,False,False,True,False,False,True,False
2823,False,False,False,False,False,False,True,False
2824,False,False,False,False,False,False,True,False
2825,False,False,False,False,False,False,True,False
2826,False,False,False,False,False,False,True,False
2827,False,False,False,False,False,True,True,False
2828,False,False,False,False,False,True,True,False
2829,True,False,False,False,False,False,True,False
2830,True,False,False,False,False,True,True,False
2831,True,False,False,False,False,False,True,False
2832,True,False,False,False,False,False,True,False
2833,True,False,False,False,False,False,True,False
2834,True,False,False,False,False,False,True,False
2835,True,False,False,False,False,False,True,False
2836,True,False,False,False,False,False,True,False
2837,False,False,False,False,False,False,True,False
2838,False,False,False,False,False,False,True,False
2839,False,False,False,False,False,False,True,False
2840,False,False,False,False,False,False,True,False
2841,False,False,False,False,False,False,True,False
2842,False,False,False,False,False,False,True,False
2843,False,False,False,False,False,False,True,False
2844,False,False,False,False,False,False,True,False
2845,False,False,False,False,False,False,True,False
2846,False,False,False,False,False,True,True,False
2847,False,False,False,False,False,True,True,False
2848,False,False,True,False,False,True,True,False
2849,True,False,True,False,False,True,True,False
2850,True,False,True,False,False,False,True,False
2851,True,False,True,False,False,False,True,False
2852,False,False,True,False,False,False,True,False
2853,True,False,True,False,False,False,True,False
2854,True,False,True,False,False,False,True,False
2855,True,False,True,False,False,False,True,False
2856,True,False,True,False,False,False,True,False
2857,True,False,True,False,False,False,True,False
2858,False,False,True,False,False,False,True,False
2859,False,False,True,False,False,False,True,False
2860,False,False,False,False,False,False,True,False
2861,False,False,False,False,False,False,True,False
2862,False,False,False,False,False,False,True,False
2863,False,False,False,False,False,False,True,False
2864,False,False,False,False,False,False,True,False
2865,False,False,False,False,False,False,True,False
2866,False,False,False,False,False,False,True,True
2867,False,False,False,False,False,False,True,False
2868,False,False,False,False,False,False,True,False
2869,False,False,False,False,False,False,True,False
2870,False,False,False,False,False,False,True,False
2871,False,False,False,False,False,False,True,False
2872,False,False,False,False,False,False,True,False
2873,False,False,False,False,True,False,True,True
2874,False,False,False,False,False,False,True,False
2875,False,False,False,False,False,False,True,False
2876,False,False,False,False,False,False,True,False
2877,False,False,False,False,False,False,True,False
2878,False,False,False,False,False,False,True,False
2879,False,False,False,False,False,False,True,False
2880,False,False,False,False,False,False,True,False
2881,False,False,False,False,False,False,True,True
2882,False,False,False,False,False,False,True,False
2883,False,False,False,False,False,False,True,False
2884,False,False,False,False,False,False,True,False
2885,False,False,False,False,False,False,True,False
2886,False,False,False,False,False,False,True,False
2887,False,False,False,False,False,False,True,False
2888,False,False,False,False,False,True,True,False
2889,False,False,False,False,False,True,True,False
2890,False,False,False,False,False,True,True,False
2891,True,False,False,False,False,False,True,False
2892,True,False,False,False,False,True,True,False
2893,True,False,False,False,False,True,True,False
2894,True,False,True,False,False,False,True,False
2895,True,False,True,False,False,False,True,False
2896,True,False,True,False,False,False,True,False
2897,True,False,True,False,False,False,True,False
2898,True,False,True,False,False,False,True,False
2899,True,False,True,False,False,False,True,False
2900,True,False,True,False,False,False,True,False
2901,True,False,True,False,False,False,True,False
2902,False,False,True,False,False,False,True,False
2903,True,False,True,False,False,False,True,False
2904,False,False,True,False,False,False,True,False
2905,False,False,True,False,False,False,True,False
2906,False,False,True,False,False,False,True,False
2907,False,False,False,False,False,False,True,False
2908,False,False,False,False,False,False,True,False
2909,False,False,False,False,False,True,True,False
2910,False,False,True,False,False,True,True,False
2911,False,False,True,False,False,False,True,False
2912,False,False,True,False,False,False,True,False
2913,False,False,False,False,False,False,True,False
2914,False,False,False,False,False,False,True,False
2915,False,False,False,False,True,False,True,True
2916,False,False,False,False,False,False,True,True
2917,False,True,False,False,True,False,True,True
2918,False,False,False,False,False,False,True,False
2919,False,False,False,False,True,False,True,True
2920,False,False,False,False,False,False,True,True
2921,False,False,False,False,False,False,True,False
2922,False,False,False,False,False,False,True,False
2923,False,False,False,False,False,False,True,True
2924,False,False,False,False,False,False,True,True
2925,False,True,False,False,True,False,True,True
2926,False,True,False,False,True,False,True,True
2927,False,True,False,False,False,False,True,True
2928,False,False,False,False,False,False,True,False
2929,False,False,False,False,False,False,True,False
2930,False,False,False,False,False,False,True,False
2931,False,False,False,False,False,False,True,False
2932,False,False,False,False,False,False,True,False
2933,False,False,False,False,False,False,True,False
2934,False,False,False,False,False,False,True,False
2935,False,False,False,False,False,False,True,False
2936,False,False,False,False,False,False,True,False
2937,False,False,False,False,False,False,True,False
2938,False,False,False,False,False,False,True,False
2939,True,False,False,False,False,False,True,False
2940,True,False,False,False,False,False,True,False
2941,True,False,False,False,False,False,True,False
2942,True,False,False,False,False,False,True,False
2943,True,False,False,False,False,False,True,False
2944,True,False,False,False,False,False,True,False
2945,True,False,False,False,False,False,True,False
2946,True,False,False,False,False,False,True,False
2947,False,False,False,False,False,False,True,False
2948,False,False,False,False,False,False,True,False
2949,False,False,False,False,False,False,True,False
2950,False,False,False,False,False,False,True,False
2951,False,False,False,False,False,False,True,False
2952,False,False,False,False,False,False,True,False
2953,False,False,False,False,False,False,True,False
2954,False,False,False,False,False,False,True,False
2955,False,False,False,False,False,False,True,False
2956,False,False,False,False,False,False,True,True
2957,False,False,False,False,False,False,True,False
2958,False,False,False,False,False,False,True,False
2959,False,False,False,False,False,False,True,False
2960,False,False,False,False,False,False,True,False
2961,False,False,False,False,False,False,True,False
2962,False,False,False,False,False,False,True,False
2963,False,False,False,False,False,False,True,False
2964,False,False,False,False,False,False,True,False
2965,False,False,False,False,False,True,True,False
2966,False,False,False,False,False,False,True,False
2967,False,False,False,False,False,False,True,False
2968,False,False,False,False,False,False,True,False
2969,False,False,False,False,False,False,True,False
2970,False,False,False,False,False,False,True,False
2971,True,False,False,False,False,False,True,False
2972,False,False,False,False,False,False,True,False
2973,False,False,False,False,True,False,True,True
2974,False,False,False,False,False,False,True,True
2975,False,False,False,False,False,False,True,False
2976,False,False,False,False,False,False,True,True
2977,False,False,False,False,False,False,True,True
2978,False,False,False,False,False,False,True,True
2979,False,False,False,False,False,False,True,False
2980,False,False,False,False,False,False,True,False
2981,False,False,False,False,False,False,True,False
2982,False,False,False,False,False,False,True,False
2983,False,False,False,False,False,False,True,True
2984,False,False,False,False,False,False,True,True
2985,False,False,False,False,False,False,True,False
2986,False,False,False,False,False,False,True,False
2987,False,False,False,False,False,False,True,False
2988,False,False,False,False,False,False,True,False
2989,False,False,False,False,False,False,True,False
2990,False,False,False,False,False,False,True,True
2991,False,True,False,False,True,False,True,True
2992,False,True,False,False,False,False,True,True
2993,False,True,False,False,True,False,True,True
2994,False,True,False,False,True,False,True,True
2995,False,False,False,False,False,False,True,True
2996,False,False,False,False,False,False,True,True
2997,False,False,False,False,False,False,True,True
2998,False,False,False,False,False,False,True,False
2999,False,False,False,False,False,False,True,True
3000,False,False,False,False,False,False,True,False
3001,False,False,False,False,False,False,True,True
3002,False,False,False,False,False,False,True,False
3003,False,False,False,False,False,False,True,False
3004,False,False,False,False,False,False,True,False
3005,False,False,False,False,False,False,True,False
3006,False,False,False,False,False,False,True,False
3007,False,False,False,False,False,False,True,False
3008,False,False,False,False,False,False,True,False
3009,False,False,False,False,False,False,True,False
3010,False,False,False,False,False,False,True,True
3011,False,False,False,False,False,False,True,False
3012,False,True,False,True,False,False,True,True
3013,False,False,False,True,False,False,True,False
3014,False,False,False,True,False,False,True,True
3015,False,False,False,True,False,False,True,True
3016,False,True,False,True,False,False,True,True
3017,False,True,False,True,False,False,False,True
3018,False,True,False,True,False,False,False,True
3019,False,False,False,True,False,False,False,False
3020,False,False,False,False,False,False,False,False
3021,False,False,False,False,False,False,False,False
3022,False,False,False,False,False,False,False,False
3023,False,False,False,False,False,False,False,False
3024,False,False,False,False,False,False,False,False
3025,False,False,False,False,False,False,False,False
3026,False,False,False,False,False,False,False,False
3027,False,False,False,False,False,False,False,False
3028,False,False,False,False,False,False,False,False
3029,False,False,False,False,False,True,False,False
3030,True,False,False,False,False,True,False,False
3031,False,False,False,False,False,False,False,False
3032,False,False,False,False,False,False,False,False
3033,False,False,False,False,False,False,False,False
3034,False,False,False,False,False,False,False,False
3035,False,False,False,False,False,False,False,False
3036,False,False,False,False,False,False,False,False
3037,False,False,False,False,False,False,False,False
3038,False,False,False,False,False,False,False,False
3039,False,False,False,False,False,False,False,False
3040,False,False,False,False,False,False,False,False
3041,False,False,False,False,False,False,False,False
3042,False,False,False,False,False,False,False,False
3043,False,False,False,False,False,False,False,False
3044,False,False,False,False,False,False,False,False
3045,False,False,False,False,False,False,False,False
3046,False,False,False,False,False,False,False,False
3047,False,False,False,False,False,False,False,False
3048,False,False,False,False,False,False,False,False
3049,False,False,False,False,False,False,False,False
3050,False,False,False,False,False,False,False,False
3051,False,False,False,False,False,False,False,False
3052,False,False,False,False,False,False,False,False
3053,False,False,False,False,False,False,False,False
3054,False,False,False,False,False,False,False,False
3055,False,False,False,False,False,False,False,False
3056,False,False,False,False,False,False,False,True
3057,False,False,False,False,False,False,False,False
3058,False,False,False,False,False,False,False,False
3059,False,False,False,False,False,False,False,False
3060,False,False,False,False,False,False,False,False
3061,False,False,False,False,False,False,False,False
3062,False,False,False,False,False,False,False,False
3063,False,False,False,False,False,False,False,False
3064,False,False,False,False,False,False,False,False
3065,False,False,False,False,False,False,False,False
3066,False,False,False,False,False,False,False,False
3067,False,False,False,False,False,False,False,False
3068,False,False,False,False,False,False,False,False
3069,False,False,False,False,False,False,False,False
3070,False,False,False,False,False,False,False,False
3071,False,False,False,False,False,False,False,False
3072,True,False,False,False,False,True,False,False
3073,True,False,False,False,False,True,False,False
3074,True,False,False,False,False,False,False,False
3075,True,False,False,False,False,True,False,False
3076,True,False,False,False,False,True,False,False
3077,True,False,False,False,False,True,False,False
3078,False,False,True,False,False,False,False,False
3079,True,False,True,False,False,False,False,False
3080,True,False,True,False,False,False,False,False
3081,False,False,True,False,False,False,False,False
3082,True,False,True,False,False,False,False,False
3083,False,False,False,False,False,False,False,False
3084,False,False,False,False,False,False,False,False
3085,False,False,False,False,False,False,False,True
3086,False,False,False,False,False,False,False,True
3087,False,False,False,False,False,False,False,True
3088,False,False,False,False,False,False,False,True
3089,False,False,False,False,False,False,False,True
3090,False,True,False,False,False,False,False,True
3091,False,True,False,False,False,False,False,True
3092,False,False,False,False,False,False,False,True
3093,False,False,False,False,False,False,False,True
3094,False,False,False,False,False,False,False,False
3095,False,False,False,False,False,False,False,False
3096,False,False,False,False,False,False,False,False
3097,False,False,False,False,False,False,False,False
3098,False,False,False,False,False,False,False,False
3099,True,False,False,False,False,True,False,False
3100,True,False,True,False,False,True,False,False
3101,True,False,True,False,False,True,False,False
3102,True,False,True,False,False,False,False,False
3103,True,False,True,False,False,False,False,False
3104,True,False,True,False,False,False,False,False
3105,True,False,True,False,False,False,False,False
3106,True,False,True,False,False,False,False,False
3107,True,False,True,False,False,False,False,False
3108,True,False,True,False,False,False,False,False
3109,True,False,True,False,False,False,False,False
3110,True,False,True,False,False,False,False,False
3111,True,False,True,False,False,False,False,False
3112,True,False,True,False,False,False,True,False
3113,False,False,True,False,False,False,True,False
3114,False,True,True,False,False,False,True,True
3115,False,False,False,False,False,False,True,False
3116,False,False,False,False,False,False,True,False
3117,False,False,False,False,False,False,True,False
3118,False,False,False,False,False,False,True,False
3119,False,False,False,False,False,False,True,False
3120,False,False,False,False,False,False,True,False
3121,False,False,False,False,False,False,True,True
3122,False,False,False,False,False,False,True,False
3123,False,True,False,False,False,False,True,True
3124,False,False,False,False,False,False,True,False
3125,False,False,False,False,False,False,True,False
3126,False,False,False,False,False,False,True,False
3127,False,False,False,False,False,False,True,False
3128,False,False,False,False,False,False,True,False
3129,False,False,False,False,False,False,True,False
3130,False,False,False,False,False,False,True,False
3131,False,False,False,False,False,False,True,False
3132,False,False,False,False,False,False,True,False
3133,False,False,False,False,False,False,True,False
3134,False,False,False,False,False,True,True,False
3135,True,False,False,False,False,True,True,False
3136,False,False,False,False,False,False,True,False
3137,True,False,False,False,False,False,True,False
3138,False,False,False,False,False,False,True,False
3139,False,False,False,False,False,False,True,False
3140,False,False,False,False,False,False,True,False
3141,False,False,False,False,False,False,True,False
3142,False,False,False,False,False,False,True,False
3143,False,False,False,False,False,True,True,False
3144,False,False,False,False,False,False,True,False
3145,True,False,False,False,False,False,True,False
3146,False,False,False,False,False,False,True,False
3147,False,False,False,False,False,False,True,False
3148,False,False,False,False,False,False,True,False
3149,False,False,False,False,False,False,True,False
3150,False,False,False,False,False,False,True,False
3151,False,False,False,False,False,False,True,True
3152,False,False,False,False,False,False,True,False
